-0.607673 0
-1.724309 1
-1.724309 0
-1.899312 1
-2.132662 1
-2.076893 1
-2.076893 0
-2.599425 1
-3.212863 1
-2.209155 1
-3.018309 1
-2.014065 1
-1.059948 1
-1.098702 1
-1.917930 1
-2.425005 1
-0.046312 1
0.047781 1
-0.331532 1
-0.319988 1
-0.136430 1
0.193872 1
1.111165 1
1.071388 1
1.071388 0
1.694237 1
1.694237 0
1.694237 0
2.033448 1
2.033448 0
2.608205 1
2.204979 1
1.862167 1
1.702755 1
1.702755 0
1.702755 0
0.469937 1
0.252318 1
0.252318 0
0.252318 0
1.520306 1
3.089778 1
3.089778 0
3.089778 0
3.089778 0
3.089778 0
1.647159 1
2.385334 1
2.665395 1
2.665395 0
2.665395 0
2.665395 0
2.580756 1
1.567276 1
1.567276 0
2.079696 1
2.086738 1
3.506769 1
3.527117 1
3.527117 0
3.527117 0
3.520883 1
3.520883 0
3.520883 0
4.204843 1
4.204843 0
4.914927 1
5.031356 1
5.370568 1
5.064993 1
2.154072 1
2.154072 0
2.154072 0
2.154072 0
2.704638 1
2.029963 1
1.314551 1
2.554304 1
1.401840 1
1.470777 1
1.793641 1
1.528057 1
1.528057 0
1.023787 1
1.252020 1
1.252020 0
1.978343 1
2.544879 1
2.312041 1
2.108828 1
3.343456 1
1.959690 1
1.959690 0
2.765046 1
3.062521 1
2.701913 1
2.503280 1
3.026069 1
2.985833 1
4.233610 1
2.812026 1
1.217816 1
2.338192 1
2.285905 1
1.657140 1
1.400721 1
1.630440 1
1.725613 1
2.033374 1
2.033374 0
2.033374 0
1.076475 1
2.552744 1
2.552744 0
2.076473 1
2.076473 0
1.556763 1
1.210980 1
1.210980 0
2.139937 1
1.834975 1
1.834975 0
1.889261 1
2.258123 1
2.765559 1
2.765559 0
3.008003 1
2.786684 1
1.350046 1
1.823606 1
1.132019 1
0.988820 1
0.988820 0
1.256158 1
1.256158 0
1.256158 0
0.152132 1
0.698177 1
0.698177 0
1.988718 1
2.326967 1
1.703824 1
1.703824 0
1.415470 1
2.083123 1
0.676694 1
0.676694 0
1.329718 1
1.914254 1
2.106623 1
2.026235 1
2.026235 0
2.026235 0
2.026235 0
2.923712 1
1.970431 1
1.882153 1
0.855422 1
1.997822 1
2.356363 1
1.998160 1
1.998160 0
1.998160 0
0.950398 1
0.843770 1
0.509600 1
0.707679 1
1.368570 1
1.368570 0
3.510732 1
3.499397 1
3.499397 0
3.662518 1
3.494959 1
3.838650 1
2.494684 1
1.541568 1
1.264019 1
0.207847 1
0.207847 0
0.204435 1
-0.875432 1
-0.875432 0
-0.875432 0
-1.854276 1
-1.160694 1
0.033726 1
-0.543416 1
-0.543416 0
0.468547 1
0.468547 0
0.423390 1
0.916523 1
0.937728 1
2.655437 1
1.618341 1
1.764918 1
1.764918 0
2.240632 1
1.682224 1
2.010360 1
2.010360 0
0.519575 1
-0.449669 1
-0.107859 1
-0.107859 0
0.172697 1
0.172697 0
-0.862953 1
-0.862953 0
-0.270972 1
0.099556 1
1.729534 1
2.545807 1
2.306425 1
2.306425 0
2.306425 0
2.461513 1
2.232839 1
1.207697 1
1.190896 1
1.240188 1
2.220430 1
2.200267 1
1.838249 1
1.838249 0
3.633642 1
2.967933 1
2.967933 0
2.967933 0
3.817112 1
2.596858 1
1.383894 1
1.383894 0
1.051899 1
1.607190 1
1.607190 0
0.554847 1
0.554847 0
1.099292 1
1.833360 1
2.552664 1
2.805134 1
2.805134 0
2.511382 1
2.144053 1
3.419752 1
2.680168 1
1.525726 1
2.785062 1
1.602180 1
2.344363 1
2.344363 0
1.843476 1
2.896597 1
3.318873 1
2.119800 1
2.119800 0
1.359734 1
1.359734 0
1.752502 1
2.603225 1
2.024192 1
2.024192 0
1.995959 1
2.434819 1
2.434819 0
2.644725 1
2.085204 1
3.565255 1
3.188479 1
3.188479 0
2.887112 1
3.653263 1
2.618799 1
1.827773 1
2.520930 1
2.487945 1
2.370141 1
1.775585 1
1.775585 0
2.160877 1
2.417408 1
2.788647 1
3.350440 1
1.525643 1
2.095680 1
2.095680 0
2.456594 1
2.456594 0
2.846484 1
1.053336 1
2.076682 1
2.076682 0
2.101837 1
2.426046 1
2.255873 1
1.936925 1
1.936925 0
1.819913 1
1.819913 0
0.934263 1
0.934263 0
0.934263 0
2.280024 1
2.280024 0
2.692672 1
2.392425 1
2.614901 1
2.614901 0
2.614901 0
1.478689 1
1.897337 1
1.791700 1
1.791700 0
1.791700 0
1.950125 1
1.496413 1
1.651639 1
1.651639 0
1.651639 0
1.651639 0
1.651639 0
1.651639 0
1.651639 0
1.190275 1
1.190275 0
0.205713 1
0.205713 0
0.382403 1
0.894345 1
1.272934 1
2.846502 1
1.719030 1
1.555728 1
2.144157 1
2.144157 0
1.015749 1
2.459048 1
2.652050 1
1.157736 1
2.981463 1
2.782663 1
3.516755 1
1.822636 1
1.783325 1
1.783325 0
1.683177 1
0.120995 1
-0.374290 1
-1.514135 1
-1.551558 1
-0.239737 1
-0.520013 1
-0.520013 0
-0.520013 0
-0.359312 1
-0.359312 0
0.129332 1
0.129332 0
0.129332 0
1.199529 1
1.867398 1
2.110727 1
1.462488 1
1.447927 1
1.447927 0
1.447927 0
0.698811 1
0.698811 0
1.937233 1
1.937233 0
1.937233 0
2.549877 1
1.957033 1
1.957033 0
1.353777 1
1.736037 1
1.736037 0
1.736037 0
1.736037 0
1.364256 1
1.479737 1
2.156351 1
1.215145 1
2.047810 1
1.854790 1
1.854790 0
1.129923 1
1.385088 1
0.963267 1
1.545547 1
1.351250 1
2.378624 1
2.378624 0
2.378624 0
1.668883 1
1.253422 1
1.253422 0
1.875822 1
0.867655 1
2.278290 1
1.938811 1
1.938811 0
1.938811 0
0.602727 1
0.864095 1
2.045928 1
1.023014 1
1.699100 1
1.699100 0
1.699100 0
1.699100 0
1.699100 0
1.699100 0
0.653848 1
0.403796 1
0.723519 1
0.810458 1
2.633259 1
3.686249 1
3.686249 0
4.475859 1
3.387511 1
3.432508 1
3.432508 0
3.402594 1
3.672953 1
3.672953 0
3.529168 1
3.140134 1
2.000012 1
1.769100 1
1.769100 0
1.769100 0
1.964095 1
2.055848 1
2.203892 1
2.203892 0
1.477413 1
1.477413 0
1.872259 1
1.773329 1
2.297691 1
1.423794 1
2.045021 1
1.412193 1
2.855570 1
2.032662 1
2.032662 0
0.177588 1
2.070857 1
0.586900 1
0.359509 1
0.280594 1
0.730097 1
0.730097 0
0.131398 1
1.402808 1
1.181158 1
0.522364 1
0.791496 1
0.597369 1
1.045205 1
1.045205 0
1.873988 1
1.873988 0
1.650082 1
1.650082 0
3.182682 1
3.544287 1
3.598918 1
3.889083 1
3.889083 0
3.915085 1
3.915085 0
2.945524 1
2.945524 0
3.380539 1
3.380539 0
3.380539 0
3.380539 0
3.380539 0
3.380539 0
2.913988 1
2.913988 0
2.913988 0
2.864823 1
1.828696 1
1.298003 1
0.735619 1
1.102169 1
1.341789 1
2.404448 1
1.489841 1
1.476967 1
1.476967 0
1.774211 1
2.614213 1
1.686245 1
1.686245 0
2.083712 1
0.828920 1
1.346725 1
2.561970 1
2.401680 1
1.979384 1
1.945755 1
2.195357 1
2.195357 0
1.065281 1
2.514495 1
2.514495 0
2.739771 1
2.739771 0
2.484711 1
3.334072 1
3.334072 0
3.334072 0
3.334072 0
3.783513 1
3.783513 0
4.085558 1
3.866739 1
4.221679 1
4.221679 0
4.104400 1
3.105161 1
3.105161 0
3.105161 0
3.018746 1
3.018746 0
2.523432 1
1.792522 1
1.578607 1
1.187696 1
1.187696 0
1.187696 0
1.187696 0
1.187696 0
1.029809 1
1.029809 0
